[QUOTE_UNIXTIME], [QUOTE_READTIME], [QUOTE_DATE], [QUOTE_TIME_HOURS], [UNDERLYING_LAST], [EXPIRE_DATE], [EXPIRE_UNIX], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_RHO], [C_IV], [C_VOLUME], [C_LAST], [C_SIZE], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_SIZE], [P_LAST], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [P_RHO], [P_IV], [P_VOLUME], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.988920, 0.000500, 0.003760, -0.166160, 0.005020, 4.355300, 0.000000, 79.350000, 33 x 6, 75.200000, 75.350000, 50.000000, 0.000000, 0.010000, 0 x 198, 0.010000, -0.000300, 0.000060, 0.000370, -0.004190, 0.000000, 2.877760, 33.000000, 75.000000, 0.600000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.988790, 0.000590, 0.004280, -0.163860, 0.005460, 3.930360, 0.000000, 73.600000, 2 x 2, 70.200000, 70.350000, 55.000000, 0.000000, 0.010000, 0 x 3, 0.010000, -0.000170, 0.000090, 0.000260, -0.004770, -0.000120, 2.590760, 0.000000, 70.000000, 0.560000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.989440, 0.000610, 0.003890, -0.131570, 0.006370, 3.414210, 0.000000, 68.600000, 2 x 33, 65.150000, 65.300000, 60.000000, 0.000000, 0.010000, 0 x 16, 0.010000, -0.000670, 0.000080, -0.000100, -0.004020, 0.000000, 2.328960, 1.000000, 65.000000, 0.520000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.984550, 0.000910, 0.004830, -0.174700, 0.006660, 3.241740, 0.000000, 65.000000, 34 x 45, 60.150000, 60.450000, 65.000000, 0.000000, 0.010000, 0 x 18, 0.010000, -0.000740, 0.000060, 0.000640, -0.004300, -0.000180, 2.087670, 0.000000, 60.000000, 0.480000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.986970, 0.000980, 0.004550, -0.127260, 0.006970, 2.748410, 0.000000, 59.990000, 90 x 36, 55.050000, 55.400000, 70.000000, 0.000000, 0.010000, 0 x 6, 0.010000, -0.000820, 0.000100, 0.000400, -0.003960, -0.000310, 1.864090, 0.000000, 55.000000, 0.440000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.987690, 0.001040, 0.003630, -0.110480, 0.007630, 2.391720, 0.000000, 52.650000, 9 x 38, 50.050000, 50.350000, 75.000000, 0.000000, 0.010000, 0 x 18, 0.010000, -0.001020, 0.000180, 0.000160, -0.004470, -0.000490, 1.654600, 0.000000, 50.000000, 0.400000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.982340, 0.001530, 0.005700, -0.137860, 0.007610, 2.216720, , 0.000000, 33 x 90, 45.100000, 45.400000, 80.000000, 0.000000, 0.010000, 0 x 30, 0.010000, -0.001150, 0.000130, 0.000790, -0.004530, 0.000000, 1.458300, 3.000000, 45.000000, 0.360000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.980610, 0.001940, 0.005720, -0.135590, 0.008760, 1.946580, , 0.000000, 1 x 90, 40.100000, 40.400000, 85.000000, 0.000000, 0.010000, 0 x 6, 0.010000, -0.001060, 0.000260, 0.000540, -0.004710, 0.000000, 1.272890, 0.000000, 40.000000, 0.320000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.973930, 0.002700, 0.008030, -0.159960, 0.009160, 1.760250, 0.000000, 38.900000, 16 x 38, 35.150000, 35.450000, 90.000000, 0.000000, 0.010000, 0 x 264, 0.010000, -0.001210, 0.000270, 0.000240, -0.004410, -0.000440, 1.096830, 1.000000, 35.000000, 0.280000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.967550, 0.003750, 0.009120, -0.169750, 0.009290, 1.537390, 0.000000, 39.850000, 38 x 119, 30.150000, 30.500000, 95.000000, 0.000000, 0.010000, 0 x 1117, 0.010000, -0.001200, 0.000420, 0.000670, -0.004050, -0.000010, 0.929430, 1565.000000, 30.000000, 0.240000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.964920, 0.004790, 0.009540, -0.152150, 0.009600, 1.266610, 23.000000, 24.550000, 135 x 133, 25.150000, 25.450000, 100.000000, 0.000000, 0.010000, 0 x 133, 0.010000, -0.002130, 0.000570, 0.001210, -0.004550, 0.000000, 0.768310, 116.000000, 25.000000, 0.200000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.968300, 0.005900, 0.009100, -0.109140, 0.009880, 0.957260, 34.000000, 19.950000, 121 x 185, 20.100000, 20.350000, 105.000000, 0.010000, 0.020000, 53 x 202, 0.010000, -0.004830, 0.001730, 0.002310, -0.011970, -0.000100, 0.687780, 4584.000000, 20.000000, 0.160000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.956650, 0.009630, 0.012060, -0.116970, 0.010920, 0.761000, 80.000000, 14.670000, 485 x 418, 15.100000, 15.400000, 110.000000, 0.030000, 0.040000, 2192 x 100, 0.030000, -0.013490, 0.004710, 0.004110, -0.025280, -0.000480, 0.582040, 3252.000000, 15.000000, 0.120000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.949920, 0.011160, 0.012660, -0.127490, 0.010650, 0.736370, 2.000000, 13.350000, 114 x 108, 14.200000, 14.350000, 111.000000, 0.050000, 0.060000, 542 x 959, 0.050000, -0.020200, 0.006570, 0.006130, -0.037440, -0.000090, 0.583940, 663.000000, 14.000000, 0.112000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.930940, 0.013920, 0.017000, -0.168760, 0.010210, 0.756820, 2.000000, 12.850000, 33 x 376, 13.300000, 13.450000, 112.000000, 0.070000, 0.080000, 86 x 1726, 0.070000, -0.026410, 0.008520, 0.008160, -0.048120, 0.000000, 0.574210, 774.000000, 13.000000, 0.104000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.927190, 0.015520, 0.017710, -0.166300, 0.010590, 0.708770, 15.000000, 11.750000, 79 x 712, 12.250000, 12.500000, 113.000000, 0.090000, 0.100000, 1091 x 909, 0.090000, -0.033580, 0.010620, 0.009520, -0.058300, -0.000920, 0.557300, 1092.000000, 12.000000, 0.096000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.922460, 0.017430, 0.018500, -0.163480, 0.010200, 0.660830, 60.000000, 11.050000, 184 x 286, 11.250000, 11.500000, 114.000000, 0.120000, 0.130000, 739 x 555, 0.130000, -0.043400, 0.013370, 0.012120, -0.072950, -0.000430, 0.544860, 748.000000, 11.000000, 0.088000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.913030, 0.020000, 0.020030, -0.169990, 0.010100, 0.625890, 75.000000, 10.150000, 161 x 513, 10.300000, 10.500000, 115.000000, 0.160000, 0.170000, 1307 x 42, 0.160000, -0.056550, 0.016800, 0.014690, -0.090490, -0.000270, 0.532920, 8125.000000, 10.000000, 0.080000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.884200, 0.024160, 0.024710, -0.218690, 0.010260, 0.642490, 6.000000, 9.450000, 111 x 1092, 9.450000, 9.650000, 116.000000, 0.230000, 0.240000, 3 x 1078, 0.230000, -0.076040, 0.021380, 0.018460, -0.117770, -0.000550, 0.531510, 4884.000000, 9.000000, 0.072000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.875060, 0.027660, 0.026340, -0.212870, 0.010410, 0.589450, 2.000000, 8.360000, 150 x 934, 8.450000, 8.650000, 117.000000, 0.300000, 0.310000, 343 x 18, 0.290000, -0.096920, 0.026110, 0.021720, -0.141010, -0.001000, 0.518590, 1313.000000, 8.000000, 0.064000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.850150, 0.032230, 0.029730, -0.236740, 0.010430, 0.571380, 128.000000, 7.500000, 256 x 384, 7.550000, 7.750000, 118.000000, 0.400000, 0.410000, 597 x 1, 0.400000, -0.123710, 0.031720, 0.026040, -0.170360, -0.001970, 0.510410, 2942.000000, 7.000000, 0.056000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.817280, 0.037290, 0.033660, -0.267200, 0.009600, 0.561400, 66.000000, 6.630000, 774 x 656, 6.700000, 6.900000, 119.000000, 0.530000, 0.540000, 234 x 6, 0.520000, -0.156760, 0.037840, 0.030190, -0.201350, -0.002190, 0.502500, 4633.000000, 6.000000, 0.048000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.786100, 0.042980, 0.037220, -0.283720, 0.009600, 0.536450, 858.000000, 5.940000, 267 x 843, 5.850000, 6.000000, 120.000000, 0.700000, 0.710000, 60 x 47, 0.700000, -0.197610, 0.044250, 0.035010, -0.235400, -0.002550, 0.496770, 14374.000000, 5.000000, 0.040000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.743730, 0.048800, 0.040380, -0.309250, 0.008920, 0.522570, 266.000000, 5.190000, 35 x 120, 5.100000, 5.150000, 121.000000, 0.890000, 0.900000, 20 x 44, 0.880000, -0.241630, 0.050910, 0.039410, -0.262550, -0.002750, 0.484580, 4204.000000, 4.000000, 0.032000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.694490, 0.054300, 0.044110, -0.332070, 0.008900, 0.511040, 894.000000, 4.390000, 68 x 77, 4.350000, 4.400000, 122.000000, 1.160000, 1.180000, 54 x 169, 1.170000, -0.296000, 0.056700, 0.043290, -0.293240, -0.004240, 0.482330, 12843.000000, 3.000000, 0.024000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.638260, 0.058740, 0.047460, -0.352550, 0.007640, 0.504860, 403.000000, 3.750000, 394 x 528, 3.650000, 3.750000, 123.000000, 1.460000, 1.480000, 401 x 32, 1.470000, -0.353730, 0.062220, 0.046950, -0.312920, -0.005070, 0.473710, 6764.000000, 2.000000, 0.016000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.579290, 0.062790, 0.049430, -0.360200, 0.006940, 0.493080, 3785.000000, 3.120000, 2784 x 1470, 3.000000, 3.100000, 124.000000, 1.840000, 1.860000, 76 x 1, 1.830000, -0.418670, 0.066050, 0.049180, -0.325970, -0.005400, 0.468400, 13123.000000, 1.000000, 0.008000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.514930, 0.064760, 0.050530, -0.362430, 0.006260, 0.486800, 22240.000000, 2.500000, 157 x 87, 2.480000, 2.510000, 125.000000, 2.280000, 2.300000, 2 x 69, 2.290000, -0.485380, 0.068740, 0.050080, -0.328590, -0.006470, 0.462220, 19586.000000, 0.000000, 0.000000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.450150, 0.064620, 0.049660, -0.356800, 0.005850, 0.484520, 13809.000000, 2.050000, 2 x 93, 2.010000, 2.030000, 126.000000, 2.770000, 2.790000, 14 x 32, 2.690000, -0.555630, 0.069260, 0.049950, -0.316770, -0.006840, 0.452330, 7454.000000, 1.000000, 0.008000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.382720, 0.064440, 0.048570, -0.329890, 0.004560, 0.469250, 6338.000000, 1.550000, 468 x 103, 1.530000, 1.560000, 127.000000, 3.300000, 3.400000, 708 x 2588, 3.320000, -0.625030, 0.067740, 0.048290, -0.295000, -0.007540, 0.444710, 3322.000000, 2.000000, 0.016000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.319080, 0.061250, 0.044740, -0.299120, 0.003960, 0.460910, 9928.000000, 1.180000, 36 x 898, 1.170000, 1.180000, 128.000000, 3.950000, 4.000000, 51 x 155, 3.900000, -0.694370, 0.064420, 0.044320, -0.260330, -0.008670, 0.434520, 2501.000000, 3.000000, 0.024000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.261300, 0.055970, 0.040680, -0.266620, 0.003060, 0.459610, 6923.000000, 0.920000, 1 x 117, 0.890000, 0.900000, 129.000000, 4.600000, 4.650000, 73 x 263, 4.600000, -0.766380, 0.059460, 0.039090, -0.207620, -0.008500, 0.411830, 3685.000000, 4.000000, 0.032000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.203920, 0.049930, 0.035430, -0.220830, 0.002420, 0.449280, 21895.000000, 0.630000, 77 x 62, 0.630000, 0.640000, 130.000000, 5.350000, 5.400000, 116 x 2, 5.330000, -0.830920, 0.051200, 0.031390, -0.156030, -0.008660, 0.394900, 3042.000000, 5.000000, 0.040000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.157040, 0.042780, 0.030380, -0.181340, 0.002230, 0.445180, 8498.000000, 0.460000, 336 x 1, 0.450000, 0.460000, 131.000000, 6.050000, 6.300000, 1341 x 1799, 6.150000, -0.890620, 0.039730, 0.022920, -0.099900, -0.007730, 0.369900, 402.000000, 6.000000, 0.048000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.120200, 0.035570, 0.024820, -0.145610, 0.001390, 0.444980, 7001.000000, 0.340000, 92 x 1651, 0.320000, 0.330000, 132.000000, 6.950000, 7.100000, 575 x 31, 7.150000, -0.945180, 0.021210, 0.013730, -0.044310, -0.005000, 0.327800, 232.000000, 7.000000, 0.056000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.093830, 0.029210, 0.021180, -0.119900, 0.001050, 0.452950, 5147.000000, 0.240000, 1 x 1268, 0.240000, 0.250000, 133.000000, 7.850000, 8.100000, 560 x 342, 8.160000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 107.000000, 8.000000, 0.064000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.067050, 0.023000, 0.016540, -0.088990, 0.001090, 0.449100, 4009.000000, 0.170000, 634 x 167, 0.160000, 0.170000, 134.000000, 8.800000, 8.950000, 396 x 61, 9.200000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 114.000000, 9.000000, 0.072000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.052240, 0.018420, 0.013050, -0.071990, 0.000940, 0.458670, 10176.000000, 0.130000, 3 x 1163, 0.120000, 0.130000, 135.000000, 9.750000, 9.950000, 198 x 642, 10.280000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 196.000000, 10.000000, 0.080000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.040460, 0.014730, 0.010810, -0.058280, 0.000450, 0.468040, 5757.000000, 0.100000, 4 x 1569, 0.090000, 0.100000, 136.000000, 10.750000, 10.950000, 479 x 114, 10.950000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 657.000000, 11.000000, 0.088000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.029060, 0.011170, 0.008700, -0.042730, 0.000350, 0.469560, 6016.000000, 0.070000, 774 x 673, 0.060000, 0.070000, 137.000000, 11.700000, 11.900000, 308 x 80, 12.100000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 159.000000, 12.000000, 0.096000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.023900, 0.009270, 0.006940, -0.036690, 0.000000, 0.486640, 2073.000000, 0.050000, 17 x 1929, 0.050000, 0.060000, 138.000000, 12.700000, 12.900000, 622 x 88, 13.600000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 225.000000, 13.000000, 0.104000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.017980, 0.007160, 0.005790, -0.028210, 0.000690, 0.491830, 1439.000000, 0.030000, 2102 x 2281, 0.030000, 0.050000, 139.000000, 13.650000, 13.850000, 455 x 236, 14.450000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 120.000000, 14.000000, 0.112000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.015340, 0.006020, 0.004620, -0.024910, 0.000240, 0.510150, 2423.000000, 0.040000, 4102 x 1364, 0.030000, 0.040000, 140.000000, 14.700000, 15.000000, 581 x 1072, 15.150000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 150.000000, 15.000000, 0.120000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.011360, 0.004530, 0.004150, -0.018490, -0.000250, 0.513610, 453.000000, 0.020000, 1418 x 469, 0.020000, 0.030000, 141.000000, 15.750000, 15.950000, 268 x 318, 16.450000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 31.000000, 16.000000, 0.128000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.011450, 0.004180, 0.003960, -0.019460, -0.000160, 0.541560, 1081.000000, 0.020000, 352 x 1679, 0.020000, 0.030000, 142.000000, 16.650000, 16.950000, 762 x 513, 17.400000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 19.000000, 17.000000, 0.136000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.008390, 0.003430, 0.002620, -0.015800, -0.000260, 0.551090, 156.000000, 0.020000, 1325 x 1035, 0.010000, 0.030000, 143.000000, 17.650000, 18.000000, 353 x 481, 18.150000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 5473.000000, 18.000000, 0.144000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.007810, 0.003150, 0.003170, -0.015520, 0.000020, 0.575020, 934.000000, 0.030000, 1391 x 1560, 0.010000, 0.030000, 144.000000, 18.650000, 18.950000, 340 x 215, 19.300000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 311.000000, 19.000000, 0.152000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.006440, 0.002550, 0.002380, -0.012560, -0.000320, 0.582570, 267.000000, 0.020000, 447 x 162, 0.010000, 0.020000, 145.000000, 19.650000, 19.850000, 277 x 70, 20.300000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 130.000000, 20.000000, 0.160000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.004790, 0.001780, 0.001480, -0.008580, 0.000530, 0.580460, 320.000000, 0.010000, 0 x 599, 0.000000, 0.020000, 146.000000, 20.700000, 20.950000, 442 x 170, 21.150000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 33.000000, 21.000000, 0.168000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001950, 0.001090, 0.001000, -0.004600, 0.000510, 0.561650, 2327.000000, 0.010000, 0 x 2313, 0.000000, 0.010000, 147.000000, 21.750000, 22.000000, 212 x 420, 22.250000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 98.000000, 22.000000, 0.176000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.002810, 0.000990, 0.001290, -0.003940, -0.000160, 0.582820, 12.000000, 0.010000, 0 x 1, 0.000000, 0.010000, 148.000000, 22.650000, 22.900000, 315 x 210, 23.100000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 17.000000, 23.000000, 0.184000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001960, 0.000900, 0.000460, -0.004410, 0.000430, 0.603060, 68.000000, 0.010000, 0 x 16, 0.000000, 0.010000, 149.000000, 23.650000, 23.850000, 213 x 56, 19.500000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 24.000000, 0.192000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.002500, 0.000850, 0.001000, -0.003880, -0.000450, 0.624420, 45.000000, 0.010000, 0 x 75, 0.000000, 0.010000, 150.000000, 24.650000, 24.900000, 203 x 569, 25.250000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 9.000000, 25.000000, 0.200000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.002420, 0.000770, 0.000720, -0.004490, -0.000200, 0.675130, 14.000000, 0.010000, 0 x 44, 0.000000, 0.010000, 152.500000, 27.100000, 27.400000, 9 x 10, 20.210000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 27.500000, 0.220000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.002060, 0.000680, 0.000980, -0.004440, 0.000190, 0.724590, 99.000000, 0.010000, 0 x 72, 0.000000, 0.010000, 155.000000, 29.600000, 29.900000, 52 x 9, 30.250000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 1.000000, 30.000000, 0.240000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001440, 0.000610, 0.000290, -0.004640, -0.000170, 0.773320, 65.000000, 0.010000, 0 x 172, 0.000000, 0.010000, 157.500000, 32.200000, 32.500000, 9 x 54, 26.140000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 32.500000, 0.260000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001330, 0.000580, 0.000380, -0.004300, 0.000260, 0.821250, 126.000000, 0.010000, 0 x 369, 0.000000, 0.010000, 160.000000, 34.600000, 34.900000, 9 x 40, 28.640000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 35.000000, 0.280000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001700, 0.000510, 0.000520, -0.003900, 0.000010, 0.867040, 121.000000, 0.010000, 0 x 182, 0.000000, 0.010000, 162.500000, 37.150000, 37.500000, 39 x 51, 16.700000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 37.500000, 0.300000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001260, 0.000450, 0.000910, -0.004730, 0.000190, 0.912890, 2.000000, 0.010000, 0 x 130, 0.000000, 0.010000, 165.000000, 39.650000, 40.000000, 13 x 90, 35.500000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 40.000000, 0.320000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001610, 0.000440, 0.000660, -0.004180, 0.000240, 0.957360, 0.000000, 0.020000, 0 x 49, 0.000000, 0.010000, 167.500000, 42.200000, 42.500000, 3 x 90, 35.970000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 42.500000, 0.340000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001640, 0.000410, 0.000100, -0.004610, 0.000480, 1.000990, 0.000000, 0.010000, 0 x 172, 0.000000, 0.010000, 170.000000, 44.650000, 45.000000, 13 x 114, 22.170000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 45.000000, 0.360000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001290, 0.000390, 0.000230, -0.004740, -0.000380, 1.044100, 0.000000, 0.010000, 0 x 30, 0.000000, 0.010000, 172.500000, 47.150000, 47.400000, 13 x 51, 0.000000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , , 47.500000, 0.380000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001550, 0.000340, 0.001000, -0.004600, 0.000280, 1.086270, 10.000000, 0.010000, 0 x 125, 0.000000, 0.010000, 175.000000, 49.650000, 50.000000, 36 x 114, 33.670000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 50.000000, 0.400000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001470, 0.000350, 0.000660, -0.004190, -0.000020, 1.127730, 0.000000, 0.020000, 0 x 19, 0.000000, 0.010000, 177.500000, 52.100000, 52.400000, 36 x 37, 31.430000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 52.500000, 0.420000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001120, 0.000260, 0.000380, -0.003930, 0.000080, 1.168530, 2.000000, 0.010000, 0 x 45, 0.000000, 0.010000, 180.000000, 54.600000, 54.900000, 36 x 12, 33.900000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 55.000000, 0.440000
1672779600, 2023-01-03 16:00, 2023-01-03, 16.000000, 125.010000, 2023-01-06, 1673038800, 3.000000, 0.001150, 0.000250, 0.000360, -0.004470, -0.000320, 1.247100, 0.000000, 0.010000, 0 x 45, 0.000000, 0.010000, 185.000000, 59.600000, 59.900000, 9 x 38, 56.450000, -1.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.000000, 60.000000, 0.480000
